id,sNo,code,officeId,nameEn,nameTa,nameHi,type,openDate,district,populationGroup,riskCategory,riskEffectiveDate,specialStatus,ifsc,address,latitude,longitude,pincode,headUserId,secondLineUserId,addressHi,addressTa,email,phone,size
70746c9d-9baf-484b-a95a-b9735e392b06,15,1044,,Lakshmipuram,லட்சுமிபுரம்,लक्ष्मीपुरम,Branch,1984-04-03,Theni,SEMI URBAN,,,,,,10.076481,77.516241,625523,b01690e7-37f2-4dae-9949-f215322df076,90bebb85-1b78-4437-b0b5-03c760e736c3,,,,,LARGE
e169de9b-e18f-4a53-aade-923b0f360a35,1,0174,,Theni Allinagaram,தேனி அல்லிநகரம்,थेनी अल्लिनगरम,Branch,1969-01-20,Theni,SEMI URBAN,,,,,,10.009971,77.478241,625531,9d0866e1-48ed-4120-a776-fbb9d671df68,0334367e-a831-4aee-9bb0-697de0bcab0c,,,,,LARGE
67cfac59-6594-49cf-bfaf-6824497c72e2,52,3548,,Boothipuram,பூதிபுரம்,बूथीपुरम,Branch,2014-02-06,Theni,SEMI URBAN,,,,,,10.005411,77.446371,625531,cd564432-b6c7-450d-ab23-fb5d5a3fc338,5b522799-4ce5-42bf-9431-6c7df4c4c5b1,,,,,MEDIUM
4a736fae-a521-4c88-9beb-63af15c44cd4,3,0176,,Cumbum,கம்பம்,कम्बम,Branch,1969-01-20,Theni,SEMI URBAN,,,,,,9.739259,77.285321,625516,fae5000c-4ff2-4441-9f5f-377d2e9167a6,952e328f-e0d3-449d-9aa2-96eebab32e88,,,,,LARGE
f3893a81-9a2d-46b3-a4d6-a12766aac9c1,16,1112,,Nagayakottai,நாயக்கன்கோட்டை,नागयकोट्टै,Branch,1985-03-27,Dindigul,RURAL,,,,,,10.5565,78.07066,624706,f251da4c-d628-4617-97cc-761db40ac158,4f9cc1ec-b57e-44d8-a09b-5d2100764d51,,,,,MEDIUM
0fd5ed76-a523-413a-a34c-2a1a5c120b3f,29,1919,,Uthamapalayam,உத்தமபாளையம்,उथ्तमपालयम,Branch,2008-06-27,Theni,SEMI URBAN,,,,,,9.805451,77.335531,625533,8b90bbfd-7e42-453e-9c6a-f02a9926846a,c6adbf07-058f-462b-9c99-7a4a1b6ab37d,,,,,LARGE
62594348-3833-411b-8fed-81b2245d29c2,53,3549,,Ambilikai,அம்பிளிகை,அम्बिळिकै,Branch,2014-02-08,Dindigul,RURAL,,,,,,10.539991,77.727871,624612,453c47f8-458d-4852-b5c8-fcec4a5bbf3e,c3395517-8af4-458e-9948-dda371466642,,,,,MEDIUM
e99f625c-0658-4f50-8184-a276c14c9b25,7,0243,,Pattiveeranpatti,பட்டிவீரன்பட்டி,पट्टीवीरनपट्टी,Branch,1970-08-03,Dindigul,RURAL,,,,,,10.206721,77.761331,624211,8e8e674d-8417-477f-9acf-9ae3688b3fec,79d622fe-ff45-49cd-a468-fe6490cb0d83,,,,,LARGE
cc0f7bae-8255-42a7-b03b-d77b900261e9,8,0332,,Dindigul Main,திண்டுக்கல் மெயின்,डिंडिगुल मेन,Branch,1972-12-22,Dindigul,URBAN,,,,,,10.360121,77.974231,624001,4e8a6f60-8a26-4dfa-ac5f-52a5c7b7cc53,03d5b0c4-f2c7-42a2-990f-82f4cecd961f,,,,,LARGE
33a64bc4-3c58-4561-a6ba-fe58c4ececc4,10,0883,,Rasingapuram,ராசிங்காபுரம்,रासिंगपुरम,Branch,1982-08-11,Theni,RURAL,,,,,,9.944466,77.336261,625528,0967cce3-66e7-4ea1-a73e-ea8891b61f1d,2d3da6b1-2a80-45f2-a81a-917f42ae95a9,,,,,LARGE
43ec63eb-aa87-4ae6-88d6-8a1a8e4fb38a,4,0230,,Vedasandur,வேடசந்தூர்,वेदसंदूर,Branch,1970-06-22,Dindigul,SEMI URBAN,,,,,,10.529781,77.950741,624710,2baed12c-05d4-4651-b025-a2c0cb38ede5,684be970-d2a1-40d3-9c9b-0ef16c224a0e,,,,,LARGE
b3edd721-3b6b-4b9f-a98d-aacf668d2ee1,54,3920,,Balakrishnapuram,பாலகிருஷ்ணாபுரம்,बालकृष्णपुरम,Branch,1900-01-00,Dindigul,SEMI URBAN,,,,,,10.360831,78.008781,624005,61a1236f-7d61-4a89-81e4-ba47a7f4ab09,,,,,,SMALL
ab6798cb-4ced-40ab-af53-721bbe784fe3,14,1013,,Reddiapatti,ரெட்டியாபட்டி,रेड्डियापट्टी,Branch,1983-09-06,Dindigul,RURAL,,,,,,10.156311,78.197891,624401,aae31b1a-cb08-42ef-b42b-b6b628bda8da,a8a0b71c-7c7f-480d-bbb3-bc31fe345a39,,,,,LARGE
c8a6b511-1a98-482f-9d84-5be9ad456e11,2,0175,,Ayakudi,ஆயக்குடி,आयकुडी,Branch,1969-01-20,Dindigul,SEMI URBAN,,,,,,10.4488,77.55321,624613,1ab65942-6835-46b1-927b-e0c738166ca5,4e8a3ae0-31ad-480f-87e8-84a8045f419b,,,,,MEDIUM
9aeb3132-f278-431b-9d09-f3bba3145613,51,3437,,Dharumathupatti,தருமத்துப்பட்டி,धरुमथुपट्टी,Branch,2014-02-08,Dindigul,SEMI URBAN,,,,,,10.342031,77.848551,624705,fbc313f4-4352-4052-be7b-b070f481d2b5,fb455022-cc8c-47a2-a27d-0257caab6388,,,,,MEDIUM
eef3414e-4689-476c-8f73-0664224bd5d6,24,1401,,Silukkuwarpatti,சிலுக்குவார்பட்டி,सिलुकुवारपट्टी,Branch,1989-05-08,Dindigul,SEMI URBAN,,,,,,10.152191,77.885721,624215,6e4e7976-c288-462c-95cd-5d3c0120f26a,149c439c-b935-4985-a87d-791e1b8d0e2e,,,,,LARGE
d865afb7-ff85-4c9b-bfd7-9a32f4664e34,,3933,1,"Regional Office, Dindigul","மண்டல அலுவலகம், திண்டுக்கல்","क्षेत्रीय कार्यालय, दिण्डुक्कल",REGIONAL OFFICE,,Dindigul,,LOW,,null,,"No 17-i, First Floor, Pensioner Street, Palani Road, Dindigul - 624 001",,,,35cf11f6-043a-46b9-90db-7438e5189137,a998c0fd-e79e-4250-94d7-943b2f7de538,"नं. 17-i, पहली मंज़िल, पेंशनर स्ट्रीट, पलनी रोड, दिण्डुक्कल - 624 001","எண் 17-i, முதல் தளம், பென்ஷனர் தெரு, பழனி சாலை, திண்டுக்கல் - 624 001",3933ro@iob.bank.in,0451 4055195 / 198,
543bcf21-ebf3-4098-9474-00e580c96a0f,44,2706,,K Reddiarchatram,கே. ரெட்டியார்சத்திரம்,के रेड्डியார்छत्रम,Branch,2012-02-06,Dindigul,RURAL,,,,,,10.4313,77.86549,624622,8faf95e8-493b-4344-a01d-eb45640d04da,f3682876-3a0c-4762-81e1-1bf94418e58f,,,,,MEDIUM
8777447e-bacc-4b8f-b92a-72cacfad3da0,26,1789,,Tamaraikulam,தாமரைகுளம்,तामरैकुलम,Branch,2007-03-22,Theni,SEMI URBAN,,,,,,10.106431,77.546861,625601,257059ae-4178-4d66-a454-72f7f81906eb,0a417f5d-b6ef-411b-97a0-545830cdc5cf,,,,,LARGE
943a2e0b-7399-4f7e-9fd2-77bcfc913d31,18,1220,,Salaiyur,சாலையூர்,सालयூர்,Branch,1989-07-10,Dindigul,URBAN,,,,,,10.511981,77.884111,624710,42e64394-80b7-486f-9f7d-cc2d2202427d,60cc62eb-4ca0-4473-9d86-dc2c5e72b6f6,,,,,LARGE
6cec69c8-d400-4431-9502-c0808a146513,21,1314,,Dindigul Fort,திண்டுக்கல் கோட்டை,डिंडिगुल फोर्ट,Branch,1955-08-24,Dindigul,URBAN,,,,,,10.360031,77.977951,624001,762ef611-9e6a-417f-ae39-9bf509e7621c,bb507d1d-f557-4203-bd9e-457c2b989f9d,,,,,LARGE
4bb61e22-be75-47fb-99c9-ca0536267639,28,1896,,Theni Medical College,தேனி மருத்துவக் கல்லூரி,थेनी मेडिकल कॉलेज,Branch,2008-03-05,Theni,SEMI URBAN,,,,,,10.006161,77.554581,625513,9bd331dd-b29c-4efe-9c4e-73ed3fea4194,6082a4ee-6da4-4c66-a369-1e2f54a5e429,,,,,LARGE
